row_id,SKU_A,SKU_B,raw_r,growth_r,pair,quadrant
2256,MRSR-1060NJTL,XS3M6003-TY,0.1115,0.309,MRSR-1060NJTL vs XS3M6003-TY,Weak
2257,MRSR-1060NJTL,XS3M6004TY,0.0672,0.3208,MRSR-1060NJTL vs XS3M6004TY,Weak
2258,MRSR-1060NJTL,XS3M7093TY,0.1,0.0836,MRSR-1060NJTL vs XS3M7093TY,Weak
2259,MRSR-1060NJTL,XS3M7502TY,0.2271,0.3506,MRSR-1060NJTL vs XS3M7502TY,Weak
2260,MRSR-1060NJTL,XSAE82509TY,0.0897,0.2224,MRSR-1060NJTL vs XSAE82509TY,Weak
2261,MRSR-1060NJTL,XSAE82701,0.2312,0.4322,MRSR-1060NJTL vs XSAE82701,Weak
2262,PIP33-BLK125BPL,PIP33-BLK125BPM,0.9831,0.8352,PIP33-BLK125BPL vs PIP33-BLK125BPM,Genuine (strong in both)
2263,PIP33-BLK125BPL,PIP33-BLK125BPS,0.9469,0.6515,PIP33-BLK125BPL vs PIP33-BLK125BPS,Spurious (trend only)
2264,PIP33-BLK125BPL,PIP33-BLK125BPXS,0.8886,0.0488,PIP33-BLK125BPL vs PIP33-BLK125BPXS,Spurious (trend only)
2265,PIP33-BLK125BPL,PIP42-874,0.1115,0.4729,PIP33-BLK125BPL vs PIP42-874,Weak
2266,PIP33-BLK125BPL,PMKN95B,0.3417,0.455,PIP33-BLK125BPL vs PMKN95B,Weak
2267,PIP33-BLK125BPL,RA99705,0.8949,0.5809,PIP33-BLK125BPL vs RA99705,Spurious (trend only)
2268,PIP33-BLK125BPL,SACFCB02,0.0879,0.4491,PIP33-BLK125BPL vs SACFCB02,Weak
2269,PIP33-BLK125BPL,SFGG805PFL,0.2788,0.2477,PIP33-BLK125BPL vs SFGG805PFL,Weak
2270,PIP33-BLK125BPL,SFPUG09VMT,0.0657,0.3895,PIP33-BLK125BPL vs SFPUG09VMT,Weak
2271,PIP33-BLK125BPL,SFPUG111VMT,0.291,0.3766,PIP33-BLK125BPL vs SFPUG111VMT,Weak
2272,PIP33-BLK125BPL,SFPUG611VMT,0.7063,0.4491,PIP33-BLK125BPL vs SFPUG611VMT,Weak
2273,PIP33-BLK125BPL,SPS3960HS,0.0084,0.1876,PIP33-BLK125BPL vs SPS3960HS,Weak
2274,PIP33-BLK125BPL,SPS700HS,0.2694,0.6969,PIP33-BLK125BPL vs SPS700HS,Weak
2275,PIP33-BLK125BPL,SRCRC12,-0.3905,0.6704,PIP33-BLK125BPL vs SRCRC12,Weak
2276,PIP33-BLK125BPL,SRCRCL,-0.2449,0.5671,PIP33-BLK125BPL vs SRCRCL,Weak
2277,PIP33-BLK125BPL,SRESM60V,0.53,0.4607,PIP33-BLK125BPL vs SRESM60V,Weak
2278,PIP33-BLK125BPL,SRMAM,-0.2152,0.3719,PIP33-BLK125BPL vs SRMAM,Weak
2279,PIP33-BLK125BPL,SRPEC60X90TY,0.1667,0.4382,PIP33-BLK125BPL vs SRPEC60X90TY,Weak
2280,PIP33-BLK125BPL,SRPM60X90,0.4043,0.4958,PIP33-BLK125BPL vs SRPM60X90,Weak
2281,PIP33-BLK125BPL,UVS4040,0.9669,0.7014,PIP33-BLK125BPL vs UVS4040,Spurious (trend only)
2282,PIP33-BLK125BPL,UVSVP400,-0.1233,0.4888,PIP33-BLK125BPL vs UVSVP400,Weak
2283,PIP33-BLK125BPL,UVSVP401,0.7914,0.5486,PIP33-BLK125BPL vs UVSVP401,Spurious (trend only)
2284,PIP33-BLK125BPL,XAGRPCFCGIS,0.1013,0.466,PIP33-BLK125BPL vs XAGRPCFCGIS,Weak
2285,PIP33-BLK125BPL,XAPERC,0.1608,0.3936,PIP33-BLK125BPL vs XAPERC,Weak
2286,PIP33-BLK125BPL,XAPOKGIS,0.2271,0.4644,PIP33-BLK125BPL vs XAPOKGIS,Weak
2287,PIP33-BLK125BPL,XESB60R,0.1124,0.4299,PIP33-BLK125BPL vs XESB60R,Weak
2288,PIP33-BLK125BPL,XGNRON,-0.1468,0.2606,PIP33-BLK125BPL vs XGNRON,Weak
2289,PIP33-BLK125BPL,XS3M501,0.0171,-0.0908,PIP33-BLK125BPL vs XS3M501,Weak
2290,PIP33-BLK125BPL,XS3M5N11,0.4345,0.1557,PIP33-BLK125BPL vs XS3M5N11,Weak
2291,PIP33-BLK125BPL,XS3M6003-TY,0.4683,0.2929,PIP33-BLK125BPL vs XS3M6003-TY,Weak
2292,PIP33-BLK125BPL,XS3M6004TY,-0.0928,0.7402,PIP33-BLK125BPL vs XS3M6004TY,Weak
2293,PIP33-BLK125BPL,XS3M7093TY,0.2598,0.0168,PIP33-BLK125BPL vs XS3M7093TY,Weak
2294,PIP33-BLK125BPL,XS3M7502TY,0.5947,0.3596,PIP33-BLK125BPL vs XS3M7502TY,Weak
2295,PIP33-BLK125BPL,XSAE82509TY,0.1884,0.3216,PIP33-BLK125BPL vs XSAE82509TY,Weak
2296,PIP33-BLK125BPL,XSAE82701,0.0277,0.4241,PIP33-BLK125BPL vs XSAE82701,Weak
2297,PIP33-BLK125BPM,PIP33-BLK125BPS,0.9789,0.9946,PIP33-BLK125BPM vs PIP33-BLK125BPS,Genuine (strong in both)
2298,PIP33-BLK125BPM,PIP33-BLK125BPXS,0.9348,0.4696,PIP33-BLK125BPM vs PIP33-BLK125BPXS,Spurious (trend only)
2299,PIP33-BLK125BPM,PIP42-874,0.15,0.228,PIP33-BLK125BPM vs PIP42-874,Weak
2300,PIP33-BLK125BPM,PMKN95B,0.3965,0.0926,PIP33-BLK125BPM vs PMKN95B,Weak
2301,PIP33-BLK125BPM,RA99705,0.8841,0.2979,PIP33-BLK125BPM vs RA99705,Spurious (trend only)
2302,PIP33-BLK125BPM,SACFCB02,0.133,0.192,PIP33-BLK125BPM vs SACFCB02,Weak
2303,PIP33-BLK125BPM,SFGG805PFL,0.2978,-0.0219,PIP33-BLK125BPM vs SFGG805PFL,Weak
2304,PIP33-BLK125BPM,SFPUG09VMT,0.0972,0.0435,PIP33-BLK125BPM vs SFPUG09VMT,Weak
2305,PIP33-BLK125BPM,SFPUG111VMT,0.3313,0.0563,PIP33-BLK125BPM vs SFPUG111VMT,Weak
2306,PIP33-BLK125BPM,SFPUG611VMT,0.7681,0.0462,PIP33-BLK125BPM vs SFPUG611VMT,Spurious (trend only)
2307,PIP33-BLK125BPM,SPS3960HS,-0.0215,0.203,PIP33-BLK125BPM vs SPS3960HS,Weak
2308,PIP33-BLK125BPM,SPS700HS,0.2906,0.0117,PIP33-BLK125BPM vs SPS700HS,Weak
2309,PIP33-BLK125BPM,SRCRC12,-0.386,0.6314,PIP33-BLK125BPM vs SRCRC12,Weak
2310,PIP33-BLK125BPM,SRCRCL,-0.2568,0.1537,PIP33-BLK125BPM vs SRCRCL,Weak
2311,PIP33-BLK125BPM,SRESM60V,0.585,0.8395,PIP33-BLK125BPM vs SRESM60V,Hidden (only in growth)
2312,PIP33-BLK125BPM,SRMAM,-0.2359,0.1522,PIP33-BLK125BPM vs SRMAM,Weak
2313,PIP33-BLK125BPM,SRPEC60X90TY,0.1645,0.1252,PIP33-BLK125BPM vs SRPEC60X90TY,Weak
2314,PIP33-BLK125BPM,SRPM60X90,0.4307,0.1514,PIP33-BLK125BPM vs SRPM60X90,Weak
2315,PIP33-BLK125BPM,UVS4040,0.9781,0.8811,PIP33-BLK125BPM vs UVS4040,Genuine (strong in both)
2316,PIP33-BLK125BPM,UVSVP400,-0.138,0.1073,PIP33-BLK125BPM vs UVSVP400,Weak
2317,PIP33-BLK125BPM,UVSVP401,0.86,0.9889,PIP33-BLK125BPM vs UVSVP401,Genuine (strong in both)
2318,PIP33-BLK125BPM,XAGRPCFCGIS,0.0915,0.2493,PIP33-BLK125BPM vs XAGRPCFCGIS,Weak
2319,PIP33-BLK125BPM,XAPERC,0.1346,0.5248,PIP33-BLK125BPM vs XAPERC,Weak
2320,PIP33-BLK125BPM,XAPOKGIS,0.1824,0.0322,PIP33-BLK125BPM vs XAPOKGIS,Weak
2321,PIP33-BLK125BPM,XESB60R,0.1195,0.4722,PIP33-BLK125BPM vs XESB60R,Weak
2322,PIP33-BLK125BPM,XGNRON,-0.1991,-0.0383,PIP33-BLK125BPM vs XGNRON,Weak
2323,PIP33-BLK125BPM,XS3M501,0.0073,-0.0863,PIP33-BLK125BPM vs XS3M501,Weak
2324,PIP33-BLK125BPM,XS3M5N11,0.465,0.3292,PIP33-BLK125BPM vs XS3M5N11,Weak
2325,PIP33-BLK125BPM,XS3M6003-TY,0.5447,0.2192,PIP33-BLK125BPM vs XS3M6003-TY,Weak
2326,PIP33-BLK125BPM,XS3M6004TY,-0.1157,0.203,PIP33-BLK125BPM vs XS3M6004TY,Weak
2327,PIP33-BLK125BPM,XS3M7093TY,0.3176,0.3105,PIP33-BLK125BPM vs XS3M7093TY,Weak
2328,PIP33-BLK125BPM,XS3M7502TY,0.631,0.4284,PIP33-BLK125BPM vs XS3M7502TY,Weak
2329,PIP33-BLK125BPM,XSAE82509TY,0.1987,0.0055,PIP33-BLK125BPM vs XSAE82509TY,Weak
2330,PIP33-BLK125BPM,XSAE82701,0.0384,0.048,PIP33-BLK125BPM vs XSAE82701,Weak
2331,PIP33-BLK125BPS,PIP33-BLK125BPXS,0.958,0.7338,PIP33-BLK125BPS vs PIP33-BLK125BPXS,Spurious (trend only)
2332,PIP33-BLK125BPS,PIP42-874,0.1785,0.1925,PIP33-BLK125BPS vs PIP42-874,Weak
2333,PIP33-BLK125BPS,PMKN95B,0.4345,0.0567,PIP33-BLK125BPS vs PMKN95B,Weak
2334,PIP33-BLK125BPS,RA99705,0.8451,0.3098,PIP33-BLK125BPS vs RA99705,Spurious (trend only)
2335,PIP33-BLK125BPS,SACFCB02,0.1472,0.1512,PIP33-BLK125BPS vs SACFCB02,Weak
2336,PIP33-BLK125BPS,SFGG805PFL,0.2838,-0.0546,PIP33-BLK125BPS vs SFGG805PFL,Weak
2337,PIP33-BLK125BPS,SFPUG09VMT,0.1167,0.0121,PIP33-BLK125BPS vs SFPUG09VMT,Weak
2338,PIP33-BLK125BPS,SFPUG111VMT,0.3577,0.0228,PIP33-BLK125BPS vs SFPUG111VMT,Weak
2339,PIP33-BLK125BPS,SFPUG611VMT,0.8126,0.0094,PIP33-BLK125BPS vs SFPUG611VMT,Spurious (trend only)
2340,PIP33-BLK125BPS,SPS3960HS,-0.0772,0.2164,PIP33-BLK125BPS vs SPS3960HS,Weak
2341,PIP33-BLK125BPS,SPS700HS,0.3024,-0.0402,PIP33-BLK125BPS vs SPS700HS,Weak
2342,PIP33-BLK125BPS,SRCRC12,-0.3916,0.6161,PIP33-BLK125BPS vs SRCRC12,Weak
2343,PIP33-BLK125BPS,SRCRCL,-0.2687,0.142,PIP33-BLK125BPS vs SRCRCL,Weak
2344,PIP33-BLK125BPS,SRESM60V,0.6489,0.845,PIP33-BLK125BPS vs SRESM60V,Hidden (only in growth)
2345,PIP33-BLK125BPS,SRMAM,-0.2566,0.1336,PIP33-BLK125BPS vs SRMAM,Weak
2346,PIP33-BLK125BPS,SRPEC60X90TY,0.1413,0.0932,PIP33-BLK125BPS vs SRPEC60X90TY,Weak
2347,PIP33-BLK125BPS,SRPM60X90,0.4744,0.1475,PIP33-BLK125BPS vs SRPM60X90,Weak
2348,PIP33-BLK125BPS,UVS4040,0.964,0.553,PIP33-BLK125BPS vs UVS4040,Spurious (trend only)
2349,PIP33-BLK125BPS,UVSVP400,-0.1647,0.0743,PIP33-BLK125BPS vs UVSVP400,Weak
2350,PIP33-BLK125BPS,UVSVP401,0.9172,0.9923,PIP33-BLK125BPS vs UVSVP401,Genuine (strong in both)
2351,PIP33-BLK125BPS,XAGRPCFCGIS,0.0838,0.2321,PIP33-BLK125BPS vs XAGRPCFCGIS,Weak
2352,PIP33-BLK125BPS,XAPERC,0.0821,0.4987,PIP33-BLK125BPS vs XAPERC,Weak
2353,PIP33-BLK125BPS,XAPOKGIS,0.1448,0.0311,PIP33-BLK125BPS vs XAPOKGIS,Weak
2354,PIP33-BLK125BPS,XESB60R,0.1098,0.432,PIP33-BLK125BPS vs XESB60R,Weak
2355,PIP33-BLK125BPS,XGNRON,-0.2571,-0.0277,PIP33-BLK125BPS vs XGNRON,Weak
2356,PIP33-BLK125BPS,XS3M501,0.0031,-0.0872,PIP33-BLK125BPS vs XS3M501,Weak
2357,PIP33-BLK125BPS,XS3M5N11,0.4778,0.326,PIP33-BLK125BPS vs XS3M5N11,Weak
2358,PIP33-BLK125BPS,XS3M6003-TY,0.621,0.231,PIP33-BLK125BPS vs XS3M6003-TY,Weak
2359,PIP33-BLK125BPS,XS3M6004TY,-0.1242,0.171,PIP33-BLK125BPS vs XS3M6004TY,Weak
2360,PIP33-BLK125BPS,XS3M7093TY,0.3493,0.3181,PIP33-BLK125BPS vs XS3M7093TY,Weak
2361,PIP33-BLK125BPS,XS3M7502TY,0.6649,0.4271,PIP33-BLK125BPS vs XS3M7502TY,Weak
2362,PIP33-BLK125BPS,XSAE82509TY,0.2087,0.013,PIP33-BLK125BPS vs XSAE82509TY,Weak
2363,PIP33-BLK125BPS,XSAE82701,0.0246,0.0172,PIP33-BLK125BPS vs XSAE82701,Weak
2364,PIP33-BLK125BPXS,PIP42-874,0.1708,0.1015,PIP33-BLK125BPXS vs PIP42-874,Weak
2365,PIP33-BLK125BPXS,PMKN95B,0.4157,0.0432,PIP33-BLK125BPXS vs PMKN95B,Weak
2366,PIP33-BLK125BPXS,RA99705,0.8219,0.4176,PIP33-BLK125BPXS vs RA99705,Spurious (trend only)
2367,PIP33-BLK125BPXS,SACFCB02,0.1494,0.0647,PIP33-BLK125BPXS vs SACFCB02,Weak
2368,PIP33-BLK125BPXS,SFGG805PFL,0.2511,-0.0526,PIP33-BLK125BPXS vs SFGG805PFL,Weak
2369,PIP33-BLK125BPXS,SFPUG09VMT,0.0747,0.0281,PIP33-BLK125BPXS vs SFPUG09VMT,Weak
2370,PIP33-BLK125BPXS,SFPUG111VMT,0.3315,0.0206,PIP33-BLK125BPXS vs SFPUG111VMT,Weak
2371,PIP33-BLK125BPXS,SFPUG611VMT,0.7573,0.138,PIP33-BLK125BPXS vs SFPUG611VMT,Spurious (trend only)
2372,PIP33-BLK125BPXS,SPS3960HS,-0.0837,0.16,PIP33-BLK125BPXS vs SPS3960HS,Weak
2373,PIP33-BLK125BPXS,SPS700HS,0.3251,0.0367,PIP33-BLK125BPXS vs SPS700HS,Weak
2374,PIP33-BLK125BPXS,SRCRC12,-0.3547,0.8513,PIP33-BLK125BPXS vs SRCRC12,Hidden (only in growth)
2375,PIP33-BLK125BPXS,SRCRCL,-0.26,0.3192,PIP33-BLK125BPXS vs SRCRCL,Weak
2376,PIP33-BLK125BPXS,SRESM60V,0.6486,0.489,PIP33-BLK125BPXS vs SRESM60V,Weak
2377,PIP33-BLK125BPXS,SRMAM,-0.2638,0.3358,PIP33-BLK125BPXS vs SRMAM,Weak
2378,PIP33-BLK125BPXS,SRPEC60X90TY,0.1219,0.0149,PIP33-BLK125BPXS vs SRPEC60X90TY,Weak
2379,PIP33-BLK125BPXS,SRPM60X90,0.4444,0.2441,PIP33-BLK125BPXS vs SRPM60X90,Weak
2380,PIP33-BLK125BPXS,UVS4040,0.9348,0.318,PIP33-BLK125BPXS vs UVS4040,Spurious (trend only)
2381,PIP33-BLK125BPXS,UVSVP400,-0.1792,0.028,PIP33-BLK125BPXS vs UVSVP400,Weak
2382,PIP33-BLK125BPXS,UVSVP401,0.9088,0.6271,PIP33-BLK125BPXS vs UVSVP401,Spurious (trend only)
2383,PIP33-BLK125BPXS,XAGRPCFCGIS,0.0418,0.0582,PIP33-BLK125BPXS vs XAGRPCFCGIS,Weak
2384,PIP33-BLK125BPXS,XAPERC,0.0729,0.114,PIP33-BLK125BPXS vs XAPERC,Weak
2385,PIP33-BLK125BPXS,XAPOKGIS,0.0997,0.1774,PIP33-BLK125BPXS vs XAPOKGIS,Weak
2386,PIP33-BLK125BPXS,XESB60R,0.1077,0.3094,PIP33-BLK125BPXS vs XESB60R,Weak
2387,PIP33-BLK125BPXS,XGNRON,-0.2663,-0.1132,PIP33-BLK125BPXS vs XGNRON,Weak
2388,PIP33-BLK125BPXS,XS3M501,-0.0185,-0.065,PIP33-BLK125BPXS vs XS3M501,Weak
2389,PIP33-BLK125BPXS,XS3M5N11,0.4399,-0.0962,PIP33-BLK125BPXS vs XS3M5N11,Weak
2390,PIP33-BLK125BPXS,XS3M6003-TY,0.6146,0.5874,PIP33-BLK125BPXS vs XS3M6003-TY,Weak
2391,PIP33-BLK125BPXS,XS3M6004TY,-0.1326,0.1176,PIP33-BLK125BPXS vs XS3M6004TY,Weak
2392,PIP33-BLK125BPXS,XS3M7093TY,0.3482,0.4618,PIP33-BLK125BPXS vs XS3M7093TY,Weak
2393,PIP33-BLK125BPXS,XS3M7502TY,0.6396,0.3257,PIP33-BLK125BPXS vs XS3M7502TY,Weak
2394,PIP33-BLK125BPXS,XSAE82509TY,0.2014,0.2426,PIP33-BLK125BPXS vs XSAE82509TY,Weak
2395,PIP33-BLK125BPXS,XSAE82701,0.0156,0.0355,PIP33-BLK125BPXS vs XSAE82701,Weak
2396,PIP42-874,PMKN95B,0.6107,0.565,PIP42-874 vs PMKN95B,Weak
2397,PIP42-874,RA99705,0.0738,0.2233,PIP42-874 vs RA99705,Weak
2398,PIP42-874,SACFCB02,0.8072,0.3231,PIP42-874 vs SACFCB02,Spurious (trend only)
2399,PIP42-874,SFGG805PFL,0.5307,0.2312,PIP42-874 vs SFGG805PFL,Weak
2400,PIP42-874,SFPUG09VMT,0.7626,0.9061,PIP42-874 vs SFPUG09VMT,Genuine (strong in both)
2401,PIP42-874,SFPUG111VMT,0.6673,0.8861,PIP42-874 vs SFPUG111VMT,Hidden (only in growth)
2402,PIP42-874,SFPUG611VMT,0.5271,0.5519,PIP42-874 vs SFPUG611VMT,Weak
2403,PIP42-874,SFT601,0.1916,0.1782,PIP42-874 vs SFT601,Weak
2404,PIP42-874,SPS3960HS,0.2366,0.2797,PIP42-874 vs SPS3960HS,Weak
2405,PIP42-874,SPS700HS,0.2626,0.2957,PIP42-874 vs SPS700HS,Weak
2406,PIP42-874,SRCRC12,0.0029,0.2991,PIP42-874 vs SRCRC12,Weak
2407,PIP42-874,SRCRCL,0.1813,0.0326,PIP42-874 vs SRCRCL,Weak
2408,PIP42-874,SRESM60V,0.3787,-0.0105,PIP42-874 vs SRESM60V,Weak
2409,PIP42-874,SRMAM,0.2774,0.1857,PIP42-874 vs SRMAM,Weak
2410,PIP42-874,SRPEC60X90TY,0.598,0.1695,PIP42-874 vs SRPEC60X90TY,Weak
2411,PIP42-874,SRPM60X90,0.4141,0.2271,PIP42-874 vs SRPM60X90,Weak
2412,PIP42-874,UVS4040,0.1463,0.0915,PIP42-874 vs UVS4040,Weak
2413,PIP42-874,UVSVP400,0.581,0.5948,PIP42-874 vs UVSVP400,Weak
2414,PIP42-874,UVSVP401,0.2453,0.1749,PIP42-874 vs UVSVP401,Weak
2415,PIP42-874,XAGRPCFCGIS,0.3321,0.0699,PIP42-874 vs XAGRPCFCGIS,Weak
2416,PIP42-874,XAPERC,0.3927,0.1579,PIP42-874 vs XAPERC,Weak
2417,PIP42-874,XAPOKGIS,0.2278,0.0096,PIP42-874 vs XAPOKGIS,Weak
2418,PIP42-874,XESB60R,0.1727,0.2342,PIP42-874 vs XESB60R,Weak
2419,PIP42-874,XGNRON,-0.0743,-0.1228,PIP42-874 vs XGNRON,Weak
2420,PIP42-874,XS3M501,0.3451,0.0037,PIP42-874 vs XS3M501,Weak
2421,PIP42-874,XS3M5N11,0.4724,0.1845,PIP42-874 vs XS3M5N11,Weak
2422,PIP42-874,XS3M6003-TY,0.341,0.0198,PIP42-874 vs XS3M6003-TY,Weak
2423,PIP42-874,XS3M6004TY,0.3634,0.0581,PIP42-874 vs XS3M6004TY,Weak
2424,PIP42-874,XS3M7093TY,0.5815,0.3179,PIP42-874 vs XS3M7093TY,Weak
2425,PIP42-874,XS3M7502TY,0.4426,0.0697,PIP42-874 vs XS3M7502TY,Weak
2426,PIP42-874,XSAE82509TY,0.6683,0.4663,PIP42-874 vs XSAE82509TY,Weak
2427,PIP42-874,XSAE82701,0.5395,0.4347,PIP42-874 vs XSAE82701,Weak
2428,PMKN95B,RA99705,0.2321,0.0731,PMKN95B vs RA99705,Weak
2429,PMKN95B,SACFCB02,0.669,-0.3569,PMKN95B vs SACFCB02,Weak
2430,PMKN95B,SFGG805PFL,0.7178,0.4308,PMKN95B vs SFGG805PFL,Weak
2431,PMKN95B,SFPUG09VMT,0.4641,0.6818,PMKN95B vs SFPUG09VMT,Weak
2432,PMKN95B,SFPUG111VMT,0.4894,0.6622,PMKN95B vs SFPUG111VMT,Weak
2433,PMKN95B,SFPUG611VMT,0.738,0.6095,PMKN95B vs SFPUG611VMT,Weak
2434,PMKN95B,SFT601,0.0696,-0.1395,PMKN95B vs SFT601,Weak
2435,PMKN95B,SPS3960HS,-0.1405,-0.2867,PMKN95B vs SPS3960HS,Weak
2436,PMKN95B,SPS700HS,0.5705,0.4185,PMKN95B vs SPS700HS,Weak
2437,PMKN95B,SRCRC12,-0.4657,0.1281,PMKN95B vs SRCRC12,Weak
2438,PMKN95B,SRCRCL,0.2254,0.3258,PMKN95B vs SRCRCL,Weak
2439,PMKN95B,SRESM60V,0.6638,0.0498,PMKN95B vs SRESM60V,Weak
2440,PMKN95B,SRMAM,-0.085,0.356,PMKN95B vs SRMAM,Weak
2441,PMKN95B,SRPEC60X90TY,0.4666,0.0054,PMKN95B vs SRPEC60X90TY,Weak
2442,PMKN95B,SRPM60X90,0.6618,0.1673,PMKN95B vs SRPM60X90,Weak
2443,PMKN95B,UVS4040,0.3933,0.0755,PMKN95B vs UVS4040,Weak
2444,PMKN95B,UVSVP400,0.3204,0.5347,PMKN95B vs UVSVP400,Weak
2445,PMKN95B,UVSVP401,0.5534,0.0521,PMKN95B vs UVSVP401,Weak
2446,PMKN95B,XAGRPCFCGIS,0.1163,0.2183,PMKN95B vs XAGRPCFCGIS,Weak
2447,PMKN95B,XAPERC,0.2341,0.065,PMKN95B vs XAPERC,Weak
2448,PMKN95B,XAPOKGIS,-0.0398,-0.2156,PMKN95B vs XAPOKGIS,Weak
2449,PMKN95B,XESB60R,0.0014,0.3579,PMKN95B vs XESB60R,Weak
2450,PMKN95B,XGNRON,-0.3304,-0.1603,PMKN95B vs XGNRON,Weak
2451,PMKN95B,XS3M501,0.2731,-0.0468,PMKN95B vs XS3M501,Weak
2452,PMKN95B,XS3M5N11,0.6016,0.1121,PMKN95B vs XS3M5N11,Weak
2453,PMKN95B,XS3M6003-TY,0.4241,-0.0966,PMKN95B vs XS3M6003-TY,Weak
2454,PMKN95B,XS3M6004TY,0.0163,0.0907,PMKN95B vs XS3M6004TY,Weak
2455,PMKN95B,XS3M7093TY,0.49,0.2817,PMKN95B vs XS3M7093TY,Weak
2456,PMKN95B,XS3M7502TY,0.5349,-0.0776,PMKN95B vs XS3M7502TY,Weak
2457,PMKN95B,XSAE82509TY,0.4573,0.4942,PMKN95B vs XSAE82509TY,Weak
2458,PMKN95B,XSAE82701,0.4067,0.3584,PMKN95B vs XSAE82701,Weak
2459,RA99705,SACFCB02,0.0019,-0.0246,RA99705 vs SACFCB02,Weak
2460,RA99705,SFGG805PFL,0.2028,-0.0365,RA99705 vs SFGG805PFL,Weak
2461,RA99705,SFPUG09VMT,0.0201,0.0982,RA99705 vs SFPUG09VMT,Weak
2462,RA99705,SFPUG111VMT,0.2326,0.1244,RA99705 vs SFPUG111VMT,Weak
2463,RA99705,SFPUG611VMT,0.5245,0.0626,RA99705 vs SFPUG611VMT,Weak
2464,RA99705,SPS3960HS,0.0858,-0.0199,RA99705 vs SPS3960HS,Weak
2465,RA99705,SPS700HS,0.2719,0.2414,RA99705 vs SPS700HS,Weak
2466,RA99705,SRESM60V,0.3569,-0.0203,RA99705 vs SRESM60V,Weak
2467,RA99705,SRMAM,-0.1695,0.3259,RA99705 vs SRMAM,Weak
2468,RA99705,SRPEC60X90TY,0.1305,0.102,RA99705 vs SRPEC60X90TY,Weak
2469,RA99705,SRPM60X90,0.2744,0.5057,RA99705 vs SRPM60X90,Weak
2470,RA99705,UVS4040,0.8839,0.2575,RA99705 vs UVS4040,Spurious (trend only)
2471,RA99705,UVSVP400,-0.0963,0.1344,RA99705 vs UVSVP400,Weak
2472,RA99705,UVSVP401,0.6223,0.1711,RA99705 vs UVSVP401,Weak
2473,RA99705,XAGRPCFCGIS,0.0577,-0.0527,RA99705 vs XAGRPCFCGIS,Weak
2474,RA99705,XAPERC,0.1844,0.0485,RA99705 vs XAPERC,Weak
2475,RA99705,XAPOKGIS,0.2217,0.1079,RA99705 vs XAPOKGIS,Weak
2476,RA99705,XESB60R,0.1208,0.1154,RA99705 vs XESB60R,Weak
2477,RA99705,XGNRON,-0.0791,0.6551,RA99705 vs XGNRON,Weak
2478,RA99705,XS3M501,0.0459,-0.2078,RA99705 vs XS3M501,Weak
2479,RA99705,XS3M5N11,0.4348,0.1158,RA99705 vs XS3M5N11,Weak
2480,RA99705,XS3M6003-TY,0.3831,0.1498,RA99705 vs XS3M6003-TY,Weak
2481,RA99705,XS3M6004TY,-0.0709,0.2812,RA99705 vs XS3M6004TY,Weak
2482,RA99705,XS3M7093TY,0.1799,0.0663,RA99705 vs XS3M7093TY,Weak
2483,RA99705,XS3M7502TY,0.4965,0.0536,RA99705 vs XS3M7502TY,Weak
2484,RA99705,XSAE82509TY,0.1677,0.1749,RA99705 vs XSAE82509TY,Weak
2485,RA99705,XSAE82701,0.0331,0.0537,RA99705 vs XSAE82701,Weak
2486,SACFCB02,SFGG805PFL,0.6364,0.7337,SACFCB02 vs SFGG805PFL,Weak
2487,SACFCB02,SFPUG09VMT,0.6298,0.0617,SACFCB02 vs SFPUG09VMT,Weak
2488,SACFCB02,SFPUG111VMT,0.5522,0.0199,SACFCB02 vs SFPUG111VMT,Weak
2489,SACFCB02,SFPUG611VMT,0.5361,0.0075,SACFCB02 vs SFPUG611VMT,Weak
2490,SACFCB02,SFT601,0.1826,0.1257,SACFCB02 vs SFT601,Weak
2491,SACFCB02,SPS3960HS,0.0641,0.7226,SACFCB02 vs SPS3960HS,Weak
2492,SACFCB02,SPS700HS,0.4346,0.4156,SACFCB02 vs SPS700HS,Weak
2493,SACFCB02,SRCRC12,-0.1114,0.3871,SACFCB02 vs SRCRC12,Weak
2494,SACFCB02,SRCRCL,0.3433,0.1791,SACFCB02 vs SRCRCL,Weak
2495,SACFCB02,SRESM60V,0.4258,-0.0106,SACFCB02 vs SRESM60V,Weak
2496,SACFCB02,SRMAM,0.1631,-0.025,SACFCB02 vs SRMAM,Weak
2497,SACFCB02,SRPEC60X90TY,0.5613,0.1622,SACFCB02 vs SRPEC60X90TY,Weak
2498,SACFCB02,SRPM60X90,0.5395,0.5231,SACFCB02 vs SRPM60X90,Weak
2499,SACFCB02,UVS4040,0.117,0.0615,SACFCB02 vs UVS4040,Weak
2500,SACFCB02,UVSVP400,0.5548,0.0185,SACFCB02 vs UVSVP400,Weak
2501,SACFCB02,UVSVP401,0.2577,0.1386,SACFCB02 vs UVSVP401,Weak
2502,SACFCB02,XAGRPCFCGIS,0.3223,0.0038,SACFCB02 vs XAGRPCFCGIS,Weak
2503,SACFCB02,XAPERC,0.3821,0.1618,SACFCB02 vs XAPERC,Weak
2504,SACFCB02,XAPOKGIS,0.1909,0.7361,SACFCB02 vs XAPOKGIS,Weak
2505,SACFCB02,XESB60R,0.0252,-0.1083,SACFCB02 vs XESB60R,Weak
